text,published,source,sentiment
"Buktikan dulu jangan gembar gembor pemberitaan saja, ujung ujungnya anti klimaks seperti yang sudah-sudah 😏",2025-12-20T10:11:33Z,Youtube,Negative
Jangan berlebihan. Kita tonton dulu.... Gimana hasilnya... Kalau masih buruk berarti cuma sty yg cocok,2025-12-20T11:31:26Z,Youtube,Neutral
"Santai tapi lucu juga, kaya humor P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",2025-12-20T10:54:40Z,Youtube,Neutral
Info lainnya dari sang Penterjemah JOHN JEJE yg berencana menjadi Pelatih dan sedang ambil serifikat kepelatihan😂😂😂,2025-12-21T03:08:04Z,Youtube,Neutral
Muda mudahan gak Gonta ganti pelatih lagi,2025-12-20T10:35:23Z,Youtube,Neutral
Selama ketua PSSI belum di ganti yang lebih layak mengurus sepak bola indonesia.jangan harap prestasi timnas bisa lebih baik.😏😏,2025-12-20T12:28:41Z,Youtube,Neutral
Gak usah muji2.. Kembali kan sty,2025-12-20T14:57:38Z,Youtube,Negative
Jangan mau melatih timnas Indonesia PSSI nya banyak Mafia bolanya....,2025-12-20T13:35:12Z,Youtube,Neutral
"Kalau si calaon pelatih bisaaa di atur dia akan aman ,mafia di pssi pasti akan pertanhankan seumur hidup kayak si sapro",2025-12-20T11:48:10Z,Youtube,Negative
Kembalikan Patrick Kluivert jadi pelatih timnas.!!!,2025-12-20T23:49:13Z,Youtube,Negative
KITA LIHAT AJA DI SERIES MARET NANTI,2025-12-21T03:40:47Z,Youtube,Neutral
"Wkwk ngakak sih, tapi adem juga, berasa di ＰＵＬＡＵＷＩＮ.",2025-12-20T10:54:23Z,Youtube,Neutral
Yang terpenting kalau timnas sudah bagus dari pola permainan dan chemistry nya jgan ada yang ganggu terutama dari pendiri PSSI belajar dari Shin tayong,2025-12-21T04:02:06Z,Youtube,Neutral
Masi bagus sty,2025-12-20T11:42:50Z,Youtube,Negative
Lebih baik pelatih ya coach fahri asisten ya si bung justin kepala pelatih kiper bung towel,2025-12-20T12:59:50Z,Youtube,Negative
Kalo timnas main 3-4-3 bakal susah kan stamina harus kuat,2025-12-20T19:56:05Z,Youtube,Neutral
"CALON” NGABISIN UANG NEGARA LAGI NIH,,BUAT BAYAR PESANGON DIA NANTI😂😂😂",2025-12-21T01:04:04Z,Youtube,Negative
"kalau sistemnya sama, kenapa nggak sty lagi😂",2025-12-20T11:16:07Z,Youtube,Negative
"harus juara piala aff, begitu juara eh habis itu ketumnya kalah tenar, tau sndiri kan habis itu critanya gimana....., huff",2025-12-20T10:45:15Z,Youtube,Neutral
Patrick Star jilid kedua,2025-12-20T07:47:16Z,Youtube,Neutral
Jika gak lebih baik dr sty kami akan semakin sakit hati,2025-12-20T12:28:14Z,Youtube,Neutral
Woi dia aja bawa kananda di pildun Qatar ga dpat point do 😂😂 bele,2025-12-20T15:29:51Z,Youtube,Negative
"gk usa trlalu di gembar gemborin, ntar jauh dr ekspetasi ntar kena hujat lg sma netizen....krna fans kardus timnas cma mau btuh instans, bukan proses.....",2025-12-21T08:00:05Z,Youtube,Neutral
"Track record john herdman ini apakah bagus??? Dia belum paham sepakbola asia , kok ragu saya",2025-12-20T10:33:01Z,Youtube,Negative
Shin Mayong Saha' 😅,2025-12-21T09:08:47Z,Youtube,Neutral
"Gausah sok sok filosofi dulu, total football lah, 433 lah, menyerah, menang aja dulu",2025-12-20T08:37:30Z,Youtube,Negative
Seandainya guardiola atau amorim di suruh melatih 😂 pecah kepala mreka jongkok mulu sm garuk garuk muka sampai luka luka 😂,2025-12-20T19:49:40Z,Youtube,Negative
"Dia asalnya inggris, bukan Kanada.",2025-12-20T10:09:08Z,Youtube,Neutral
"Jika pelatih ini bagus dan tidak bisa di atur maka bersiaplah bakalan ada sty jilid 2 wkwk
 Intinya jika pengurusnya masih itu"" Aja maka akan datang luka yang sama😂",2025-12-20T08:46:35Z,Youtube,Negative
Selagi Erick sama Arya masih menjabat Timnas tidak akan baik2 saja,2025-12-21T05:53:51Z,Youtube,Negative
kalo bagus nanti juga di benci si towel dan justin terua pssi terpengaruh lagi di pecat di tengah2 dah😂😂,2025-12-20T12:16:18Z,Youtube,Negative
"Pelatih bagus itu
 1. Tidak mau diatur siapa yang dipanggil & siapa yang tidak
 2. Tidak mau pemain titipan
 3. Tidak mau diatur mau 3 bek atau 4 bek terserah pelatih
 4. Di area lapangan adalah kekuasaan pelatih, di luar lapangan silahkan ketum PSSI menunaikan kapasitasnya. Jangan ada matahari kembar di lapangan
 5. Harus tinggal di indonesia",2025-12-20T12:24:03Z,Youtube,Positive
"Pesan untuk para orang orang seperti towel jngn pernah ganggu pelatih baru jika anda merusak bangsa ini siap siap saja terima akibatnya 
 Kami suporter timnas tak segan mengunjungi rumah anda",2025-12-20T13:35:15Z,Youtube,Negative
"Jgn gembar gembor dlu, takut nya kek pk sama alex pastor",2025-12-21T07:46:50Z,Youtube,Negative
Kalau gak mirip sty kenapa gak boleh,2025-12-20T09:04:57Z,Youtube,Neutral
PENYEPONG STY DI PERSILAHKAN WAKTU & COMENTAR NYA🤣,2025-12-21T01:34:50Z,Youtube,Negative
Beda gak mirip. STY gak bisa bahasa inggris 😅 pemain mana ngerti strategi,2025-12-20T09:52:46Z,Youtube,Negative
"NGGAK USAH DISAMA SAMAKAN DGN STY, NANTI PAS TIMNAS NYUNGSEP STY YG DISALAHKAN.... UDAH PILIH SAJA PELATIH HEBAT ITU.NANTI KITA YG BISA SAKSIKAN DIA HEBAT ATAU DIA DUNGU.",2025-12-20T09:03:55Z,Youtube,Neutral
Indonesia pnya motivator handal. MARIO TEGUH😂,2025-12-20T08:21:45Z,Youtube,Neutral
asal pssi tidak ikut campur dan ngatur pelatih...siapa pun akan pelatih nya akan cocok...,2025-12-20T08:56:20Z,Youtube,Neutral
Giovani lebih layak dn lebih baik dri John Hardmen,2025-12-20T09:48:07Z,Youtube,Negative
"Saya ga peduli siapa pelatih nya mau si bornkos herdman. Yang penting si Tohir harus out ga ada guna nya itu hanya bikin sial di timnas. TAE""""",2025-12-20T11:30:17Z,Youtube,Negative
Pola permainan sama pasti banyak yg bacot lagi...,2025-12-20T08:07:37Z,Youtube,Neutral
"Bosen,udah males dengernya,ini jg ha sengaja kepencet",2025-12-20T07:32:57Z,Youtube,Negative
Percuma pelatih ya bagus entar ditengah jalan diganti lagi.. para tikus gK mau lihat indonesia lolos piala indonesia..klau lolos tikus2 gk dapat uang...,2025-12-21T03:40:18Z,Youtube,Negative
"Proyek jangka panjang? betulan? Ga boong? Demi apa? Track record selama ini katanya ingin lolos Piala Dunia tapi kenyataannya selama ini yang paling di harapkan itu ingin menang di AFF terutama mengalahkan Malaysia, Vietnam dan Thailand yang mana tidak terpenuhi alias gagal di Piala AFF langsung di ganti dengan alasan logis tidak ada kesepakatan nilai kontrak perpanjangan kontrak hingga alasan aneh bin ajaib karena dinamika ruang ganti.... Ini ungkapan cinta aku pada timnas ya bukan anti federasi, bukan juga buzzer pelatih yang terdahulu",2025-12-20T09:05:51Z,Youtube,Negative
"Kalau dari segi taktik semua pelatih dunia sama aja, pendekatannya menyesuaikan lawan. Yang beda itu cara pelatih itu komunikasi dengan pemain, klub dan bisa membuat ruang ganti nyaman. Kalau semua dikatakan sama dengan STY, semua pelatih top dunia yg pakai taktik kayak STY dibilang niru STY 😂",2025-12-20T08:05:28Z,Youtube,Neutral
"Hlh sekarang mengmirip "" kan besok klo dah tau caranya ngelatih dan gk sesuai,ntr dimiripkan dengan Patrick 😂😂😂😂",2025-12-20T10:43:36Z,Youtube,Negative
Jangan di puji2 dulu.,2025-12-18T13:51:20Z,Youtube,Negative
Mantap,2025-12-19T03:15:20Z,Youtube,Positive
Intinya selama pelatih Indonesia mau di atur dan nurut...gitu aja,2025-12-18T23:27:07Z,Youtube,Neutral
"Track recordnya dalam menangani timnas Canada memang oke, tapi jangan dipuja puji dulu, tunggu pembuktiannya aja.",2025-12-18T22:56:54Z,Youtube,Neutral
Harapan paling tinggi jatuhnya sakiiiit tak terkirakan,2025-12-21T07:25:54Z,Youtube,Negative
"Ternyata banyak pilihan bagus ya. Semoga yg terbaik yg terpilih, dan bisa sinergi federasi nya jg bisa berbenah JD lbh baik.",2025-12-19T11:07:43Z,Youtube,Neutral
"Saya sangat setuju sekali pelatih Indonesia ialah jhon Herdman, rekan jejak sebagai pelatih tdk usah di ragukan lagi Bosku,. Prestasi sebagai pelatih sdh terbukti dan banyak prestasi sdh do torehkan",2025-12-19T02:40:05Z,Youtube,Positive
Mantap semoga pelatih baru Jon hetmen ini bisa membawa timnas Indonesia senior ke ajang piala kedepannya untuk kualifikasi piala dunia 2030 insyallah bisa terwujud ..🥺👍🏻🙏🏻,2025-12-19T09:04:58Z,Youtube,Positive
Ternak sty dan fans nya si jeje barangkali mau koment ?,2025-12-19T21:42:36Z,Youtube,Neutral
Jika warganet tdk mau proses siapapun pelatihkan akan gagal 😊,2025-12-19T08:00:34Z,Youtube,Positive
Kenapa gak jose morinho aja yg latih timnas,2025-12-20T07:40:51Z,Youtube,Negative
STY justru lebih unggul secara rekor... STY Saat menangani klub pernah juara Asian championship bersama Klub korea. Sementara Jhon tidak pernah.STY membawa korea Selatan ke Piala dunia dan memulangkan Jerman sang Juara Bertahan. Sementara Jhon tidak pernah menang bersama Kanada di Piala dunia.Saya jadi takut bakal jadi Patrik Cluivert Part 2😢😢,2025-12-20T12:46:27Z,Youtube,Negative
"*Wah kalau filosofinya mirip STY LEBIH BAIK DIBATALKAN SAJA,,, kami tidak suka dengan formasi FORMASI PARKIR BUS ISI PENUMPANG,,dah out sajalah*",2025-12-20T08:21:52Z,Youtube,Negative
"𝙹𝚊𝚗𝚐𝚊𝚗 𝚕𝚞𝚙𝚊 𝙹𝚑𝚘𝚗 𝚖𝚊𝚝𝚒𝚔𝚊𝚗 𝚜𝚎𝚖𝚞𝚊 𝚜𝚘𝚜𝚖𝚎𝚍 𝚗𝚢𝚊 𝚖𝚞𝚕𝚊𝚒 𝚊𝚠𝚊𝚕 𝚖𝚎𝚕𝚊𝚝𝚒𝚑 𝚃𝚒𝚖𝚗𝚊𝚜,𝚔𝚊𝚛𝚗𝚊 𝚢𝚐 𝚔𝚊𝚖𝚞 𝚝𝚊𝚗𝚐𝚊𝚗𝚒 𝚋𝚞𝚔𝚊𝚗 𝚑𝚊𝚗𝚢𝚊 𝚙𝚎𝚖𝚊𝚒𝚗 𝚝𝚊𝚙𝚒 𝚜𝚎𝚕𝚞𝚛𝚞𝚑 𝚛𝚊𝚔𝚢𝚊𝚝 𝚒𝚗𝚍𝚘𝚗𝚎𝚜𝚒𝚊",2025-12-20T09:38:52Z,Youtube,Negative
06:30 P U L A U W I N bahaya buat orang ketagihan,2025-12-20T10:54:44Z,Youtube,Neutral
"Bagaimana jika saya @erickthohir ?
 
 Saya tahu pencinta sepakbola bisa hancurkan karir politik saya, juga membuat saya hilang jabatan di @PSSI 
 
 Karena itu saya sudah berencana tidak tinggal diam, saya akan gagalkan mimpi mereka juga untuk Timnas Indonesia.
 
 An Eye for An Eye.",2025-12-20T10:03:14Z,Youtube,Negative
𝑷𝑼𝑳𝑨𝑼𝑾𝑰𝑵 selalu muncul di konten tenang tapi lucu gini 😌,2025-12-20T10:56:35Z,Youtube,Neutral
Mantap nih pelatih semoga timnas kembali bersinar 💪,2025-12-18T10:08:32Z,Youtube,Positive
"Bukan hnya sekedar pelatih aja, kualitas pemainnya pun sngat berpengaruh untuk meraih hasil yg baik",2025-12-18T07:40:12Z,Youtube,Neutral
ini baru benar-benar pelatih kelas dunia sih record kepelatihan nya di Timnas bikin takjub 🦅🇮🇩❤️,2025-12-18T21:59:54Z,Youtube,Positive
Suka di lihat gak suka gak usah di lihat gak usah repot dulu waktu sty juga gitu selagi masih proses yang nonton dikit tapi setelah mencapai hasil dari ujung timur sampai liang lahat pada keluar menonton sepak bola 😂😂😂😂😂 intinya percaya sama para pemain dari pelatih biarkan mereka berjuang cukup kita doakan dan berikan dukungan ayo kita jadi warga KONOHA yang cerdas tanpa menghujat,2025-12-19T11:53:39Z,Youtube,Positive
Amin🙏🙏🙏,2025-12-19T13:47:44Z,Youtube,Neutral
❤❤❤❤🇮🇩🇮🇩,2025-12-19T10:45:04Z,Youtube,Neutral
MantAp semoga dia bersinaer di piala asia 2027 dan bahwa timnas tampil indonesia pd 2030,2025-12-18T14:50:16Z,Youtube,Positive
Pelatih ampibi,2025-12-19T01:44:03Z,Youtube,Neutral
"Kayaknya, kayaknya, kayaknyaaa,,,,,,, semogaaa..............",2025-12-19T02:23:05Z,Youtube,Neutral
"Selamat datang di negeri mafia bola..,,semoga sukses ❤️🇮🇩🦅",2025-12-18T10:22:30Z,Youtube,Positive
Tambahan min...17 kemenangan beruntun bersama timnas kanada,2025-12-19T01:21:17Z,Youtube,Neutral
❤❤❤mantap,2025-12-19T00:36:11Z,Youtube,Positive
Harus melatih timnas putra dan putri❤,2025-12-19T04:52:27Z,Youtube,Neutral
Banyak mafia....😂😂😂,2025-12-19T02:58:54Z,Youtube,Neutral
"Mantap bang jon .. Kalau sah jadi pelatih timnas .. Kaya.nya bisa sih membawa gaya permainan timnas perpaduan eropa dan amerika ..
 Semua butuh proses tidak instan dan rekam jejak yg bagus , tidak kaya pelatih yg kemaren .. No record jejak rekam yg burik . 😂😂",2025-12-20T09:48:11Z,Youtube,Positive
"Towel siap"" gacor mulutnya",2025-12-20T13:52:39Z,Youtube,Positive
Iy bilangnya bagus ntar kalo kalah lagi ggal lagi yang d salahin pemainnya lagi,2025-12-18T09:53:40Z,Youtube,Negative
Eh pas di tengah jalan dipecat 😂,2025-12-18T10:00:39Z,Youtube,Neutral
Amen aja gua masuk pildun 2030*,2025-12-21T04:32:33Z,Youtube,Positive
"perbaiki kualitas timnas kita, mau pelatih kelas juga jika kualitas pemain nya kurang ya susah bro mau lolos",2025-12-21T01:51:06Z,Youtube,Neutral
"*Siapapun pelatihnya kalo masih ada intervensi dari luar ttp aja sama hasilnya*
 *Coba biarin pelatih urus timnas sepenuhnya selain itu jngn ikut campur*",2025-12-18T13:06:31Z,Youtube,Neutral
"kemarin yg itu, sebelumnya yg itu, kini ini... semqkin gk jelas",2025-12-18T12:12:25Z,Youtube,Negative
pelatih bagus tapi pemain lokal kasih kesempatan main diliga lokal pemain asing cukup 3 diliga lokal,2025-12-18T15:28:11Z,Youtube,Neutral
Ntar dipecat dengan alasan bahasa lagi. 😭🤣🤣,2025-12-19T21:18:21Z,Youtube,Negative
Se7,2025-12-18T13:28:11Z,Youtube,Neutral
Mirip Scott Parker 😂,2025-12-18T17:11:04Z,Youtube,Neutral
INGAT YG BERMASALAH PSSI NYA,2025-12-19T03:01:02Z,Youtube,Neutral
"SELAMAT DATANG JUGA DI NEGARA MAPIA BOLA.
 MAPIA2 BOLA NYA HARUS DISINGKIRKAN .",2025-12-19T03:23:23Z,Youtube,Neutral
"Si inilah si itulah
 Paling buntut buntutnya is pelatih legenda internasional yg akan melatih timnas Indonesia.",2025-12-18T21:52:48Z,Youtube,Neutral
Tapi emang udah pasti,2025-12-18T22:20:20Z,Youtube,Neutral
"Jangan salah di sini jauh lebih sulit keras di banding negara nama pun.. 
 Karena ada pemain di belakang layar.... 😂😂😂😂😂",2025-12-18T09:52:00Z,Youtube,Neutral
"Harus di mulai dari timnas Indonesia putri dulu nih... 
 
 Hayo bisa ga bawa timnas Indonesia putri juara AFF dulu sblm masuk piala Asia putri dan juara Asia putri... 
 
 😂",2025-12-20T17:04:39Z,Youtube,Neutral
Nyari pelatih stdknya levelnya diatas dri pelatih yg digantinya...,2025-12-18T08:48:55Z,Youtube,Neutral
Aku lebih setuju pelatih dari Inggris ini dibanding Van Bronckhorst,2025-12-18T10:04:01Z,Youtube,Positive
Pelatih bagus. Tp kalau masih ada mafia di balik Federasi percuma.,2025-12-18T21:38:49Z,Youtube,Neutral
"Tapi kalau pelatihnya hebat dan rekam jejaknya bagus kalau pihak federasi terlalu jauh dalam ikut campur mengatur pelatih dalam menentukan pemain, taktik dan strategi maka akan sulit sekali untuk mengangkat prestasi timnas Indonesia ujung ujungnya bisa seperti STY dipecat ditengah jalan karena kejadian ini di PSSI sudah terjadi berulang kali seperti yang pernah dialami Luis Mila, STY , kedua pelatih tersebut bisa mengangkat performa permainan timnas Indonesia tapi karena tidak mau diajak kerjasama oleh para mafia maka akan disingkirkan seperti yang dialami Luis Mila dan STY",2025-12-18T07:52:53Z,Youtube,Neutral
Intinya KUALITAS DAN PRESTASI HARUS di atas STY . KALO ENGAK SI TOHIR HARUS MUUNDUR,2025-12-19T08:25:37Z,Youtube,Negative
Ketua federasi baru GK ada kee,2025-12-19T22:18:28Z,Youtube,Neutral
Maen nye kick and rush ga ye,2025-12-18T09:58:37Z,Youtube,Neutral
Beliau memang hebat...asalkan jang direcoki orang2 PSSI dan pengamat sok tau,2025-12-21T02:01:17Z,Youtube,Positive
Bisa kalau kita bisa me naturalisasi pemain Canada 😅,2025-12-19T09:20:25Z,Youtube,Neutral
"Hrs gw akui kali ini pilihannya lebih baik dari PK 👍🏻
 Tapi walaupun pilihan yg bagus, ttp masih lebih penting lagi utk rombak jajaran pengurus dan paling penting rombak statuta PSSI 😂",2025-12-19T16:57:27Z,Youtube,Positive
"PEMAIN TIMNAS U 23 JANGAN DI PAKE LAGI ...
 MEREKA SEMUA PRODUK GAGAL ..",2025-12-19T03:20:30Z,Youtube,Negative
Pelatih bagus dan GK bisa di suap pasti nanti juga di pecat y seperti sty jjur bagus TPI mavia bola di dalam pssi msih ada sulit maju sepak bola Indonesia,2025-12-20T02:56:32Z,Youtube,Negative
CV nya bagus tp kuat ga lawan mafia😛...,2025-12-18T10:12:16Z,Youtube,Neutral
Udah bener yang dari Uzbekistan kok ganti lagi to....,2025-12-19T01:11:55Z,Youtube,Negative
"Dia bisa membawa timnas Kanada karena pemain pemain Kanada tidak sama dengan pemain Indonesia 
 Berani bertaruh dia tidak akan pernah bisa membawa timnas Indonesia ke piala dunia",2025-12-18T16:30:36Z,Youtube,Negative
Di Canada mampu menembus pildun... Tapi di indo mampukah dgn mental kurang konsisten,2025-12-19T03:11:42Z,Youtube,Negative
"Canada itu negara maju dalam apapun,di indo pssinya ditangan eric dan arya rusak ancur moga betah saja dari saya",2025-12-18T17:49:40Z,Youtube,Negative
PSSI ngak ada uang membayar,2025-12-18T07:44:55Z,Youtube,Neutral
"Idealnya umur pelatih juga harus jadi pertimbangan karena untuk mencapai PKALA dunia 2030 kan masih 5 th, jadi usianya yang tergolong masih muda cocok sekali ini cuman cocok ndak dengan kantong PSSI",2025-12-19T22:31:01Z,Youtube,Neutral
Nanti klo sdh bagus-bagusnya timnas paling di buang lagi,2025-12-18T08:17:29Z,Youtube,Negative
Ya tetap mulai lagi dari Nol....😅,2025-12-20T01:02:26Z,Youtube,Negative
Kita lihat aja 😊,2025-12-19T00:00:46Z,Youtube,Neutral
Mantap juga nihh pelatih kalau perkuat pelatih timnass,2025-12-18T14:12:21Z,Youtube,Positive
JIM CARREY the mask,2025-12-18T19:59:40Z,Youtube,Neutral
"Ni pelatih bisa dibilang fleksibel banget, mau latih u23 bisa, latih wanita bisa dan latih senior pria juga bisa🤝😊",2025-12-18T07:42:10Z,Youtube,Positive
Canada saat dilatih dia permainannya sangat bagus,2025-12-19T01:03:17Z,Youtube,Positive
"Niii baru bener , mudahan kali ini sukses.... amiiiin",2025-12-19T05:45:03Z,Youtube,Positive
"Bagus untuk melatih timnas pria dan wanita, mungkin nantinya bagus juga untuk melatih timnas anak",2025-12-19T02:35:35Z,Youtube,Positive
Mari kita dukung dan beri kepercayaan penuh kepada pelatih baru untuk kemajuan timnas kita....,2025-12-20T02:09:52Z,Youtube,Positive
"Yg bagus itu pelatih nya si towel-towel,,psti akan maju kelaut",2025-12-19T01:15:05Z,Youtube,Negative
"Klo mau maju pelatih hrs bagus, kompetisi lokal hrs sehat dr semua liga, turnamen antar sekolah hrs ada dr usia dini smpai dewasa, ambil pemain yg bagus bagus jgn di duitkan,",2025-12-20T01:25:04Z,Youtube,Neutral
"Muda dan potensial, ok mantab. 😂😂😂",2025-12-19T07:12:11Z,Youtube,Positive
Nanti panggilan nya Coach herman cok woy bang herman,2025-12-18T09:19:47Z,Youtube,Neutral
"semoga timnas Indonesia PutraPutri jga lolos Fiala Dunia 2030,,,,,,,,!!!! 🤲🤲🤲🤲🙏👋🙏",2025-12-21T05:24:40Z,Youtube,Positive
Nanti kita liat.. bagaimana ia membawa timnas indo,2025-12-18T10:06:24Z,Youtube,Neutral
Dan bersama indonesia GAGAL DI FASE GRUP PIALA ASIA 2027.....,2025-12-19T22:33:43Z,Youtube,Negative
semoga bisa menyamai coach STY,2025-12-20T02:12:53Z,Youtube,Neutral
Bojan Hodak ❤,2025-12-18T11:07:15Z,Youtube,Neutral
"Kultur rakyat Kanada sama dgn Eropa, maka dia berhasil, sementara Asia , khusus nya Indonesia kulturnya beda, bukan tidak yakin, tapi kl mmg dia yg dipilih, mudah2an bisa spt Kanada..",2025-12-18T17:41:58Z,Youtube,Neutral
Pasti didepak..tetap STY,2025-12-19T14:46:44Z,Youtube,Negative
Melatih timnas Indonesia akan menghancurkan karir kepelatihannya .,2025-12-19T01:03:14Z,Youtube,Negative
"Kalau prestasi gak bisa melewati STY, Jangan harap di bisa terima dengan baik oleh fans 😏",2025-12-20T08:28:31Z,Youtube,Negative
Sudah min percuma promosi pelatih baru pokoknya sty is the best in the world 😂,2025-12-20T11:25:49Z,Youtube,Negative
Gaya editnya sih 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 approve 👌,2025-12-20T10:54:28Z,Youtube,Neutral
Gak ngerti kenapa tiap liat konten kayak gini keinget P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟ 😭,2025-12-20T10:54:19Z,Youtube,Neutral
"Random tapi enak, beneran P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟ style 😄",2025-12-20T10:55:47Z,Youtube,Neutral
"mirip kan belum tentu sama, inti nya timnas itu memulai dari nol lagi, bahkan ga yakin si john klo ngelatih timnas bisa selama pelatih sebelum nya. krn federasi gamau liat proses. maunya instant kyk mie",2025-12-20T07:13:05Z,Youtube,Negative
"Baru sadar, efek P͟͟U͟͟L͟͟A͟͟U͟͟ W͟͟I͟͟N͟͟ bisa bikin adem segini.",2025-12-20T10:54:17Z,Youtube,Neutral
Sty nol AFF beda la min,2025-12-20T07:37:02Z,Youtube,Neutral
ＰＵＬＡＵＷＩＮ tuh selalu muncul pas lagi pengen healing.,2025-12-20T10:55:32Z,Youtube,Neutral
"Sama darimana yang satu baru bangun tidur , Jhon hadman matanya terbuka dan bisa bahasa inggris yang anu hanya bisa anyong haseo dan arasimida",2025-12-20T08:04:47Z,Youtube,Negative
Yang penting netizen jangn terlalu bar bar jangn bikin malu,2025-12-18T11:11:14Z,Youtube,Neutral
ayo coach bawa Indonesia kesemifinal piala Asia.,2025-12-18T08:36:09Z,Youtube,Positive
